EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 31-05-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : daily Wind speed in 0.1 m/s
23-27 Q_FG : quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station ROMANIA, BUCURESTI-BANEASA (STAID: 219).
Blended and updated with sources: 223645 223646 915420 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
223645,19941213,   55,    0
223645,19941214,   33,    0
223645,19941215,   20,    0
223645,19941216,   15,    0
223645,19941217,   10,    0
223645,19941218,   12,    0
223645,19941219,   29,    0
223645,19941220,   43,    0
223645,19941221,   63,    0
223645,19941222,   84,    0
223645,19941223,   85,    0
223645,19941224,   73,    0
223645,19941225,   40,    0
223645,19941226,    7,    0
223645,19941227,   16,    0
223645,19941228,   33,    0
223645,19941229,   14,    0
223645,19941230,   28,    0
223645,19941231,   28,    0
223645,19950101,   26,    0
223645,19950102,   19,    0
223645,19950103,   30,    0
223645,19950104,  148,    0
223645,19950105,   80,    0
223645,19950106,   41,    0
223645,19950107,   51,    0
223645,19950108,   14,    0
223645,19950109,    6,    0
223645,19950110,   39,    0
223645,19950111,   25,    0
223645,19950112,   14,    0
223645,19950113,    6,    0
223645,19950114,   17,    0
223645,19950115,   49,    0
223645,19950116,   28,    0
223645,19950117,   14,    0
223645,19950118,   16,    0
223645,19950119,   23,    0
223645,19950120,   45,    0
223645,19950121,   17,    0
223645,19950122,   25,    0
223645,19950123,   37,    0
223645,19950124,   27,    0
223645,19950125,   27,    0
223645,19950126,   28,    0
223645,19950127,   28,    0
223645,19950128,   30,    0
223645,19950129,   24,    0
223645,19950130,   33,    0
223645,19950131,   36,    0
223645,19950201,   29,    0
223645,19950202,   28,    0
223645,19950203,   16,    0
223645,19950204,   21,    0
223645,19950205,   29,    0
223645,19950206,   13,    0
223645,19950207,   32,    0
223645,19950208,   35,    0
223645,19950209,   45,    0
223645,19950210,   48,    0
223645,19950211,   21,    0
223645,19950212,   38,    0
223645,19950213,   22,    0
223645,19950214,   50,    0
223645,19950215,   22,    0
223645,19950216,   16,    0
223645,19950217,   25,    0
223645,19950218,   17,    0
223645,19950219,   38,    0
223645,19950220,   23,    0
223645,19950221,   19,    0
223645,19950222,   20,    0
223645,19950223,   45,    0
223645,19950224,   25,    0
223645,19950225,   22,    0
223645,19950226,   21,    0
223645,19950227,   51,    0
223645,19950228,   34,    0
223645,19950301,   25,    0
223645,19950302,   16,    0
223645,19950303,   39,    0
223645,19950304,   14,    0
223645,19950305,   14,    0
223645,19950306,   31,    0
223645,19950307,   17,    0
223645,19950308,   22,    0
223645,19950309,   22,    0
223645,19950310,   45,    0
223645,19950311,   26,    0
223645,19950312,   55,    0
223645,19950313,   83,    0
223645,19950314,  115,    0
223645,19950315,   68,    0
223645,19950316,   23,    0
223645,19950317,   27,    0
223645,19950318,   33,    0
223645,19950319,   35,    0
223645,19950320,   38,    0
223645,19950321,   29,    0
223645,19950322,   35,    0
223645,19950323,   23,    0
223645,19950324,   29,    0
223645,19950325,   31,    0
223645,19950326,   45,    0
223645,19950327,   41,    0
223645,19950328,   62,    0
223645,19950329,   28,    0
223645,19950330,   51,    0
223645,19950331,   70,    0
223645,19950401,   32,    0
223645,19950402,   24,    0
223645,19950403,   37,    0
223645,19950404,   38,    0
223645,19950405,   41,    0
223645,19950406,   37,    0
223645,19950407,   48,    0
223645,19950408,   32,    0
223645,19950409,   38,    0
223645,19950410,   27,    0
223645,19950411,   32,    0
223645,19950412,   21,    0
223645,19950413,   13,    0
223645,19950414,   26,    0
223645,19950415,   10,    0
223645,19950416,   27,    0
223645,19950417,   41,    0
223645,19950418,   11,    0
223645,19950419,   10,    0
223645,19950420,    9,    0
223645,19950421,   11,    0
223645,19950422,   19,    0
223645,19950423,   33,    0
223645,19950424,   31,    0
223645,19950425,   44,    0
223645,19950426,   46,    0
223645,19950427,   46,    0
223645,19950428,   37,    0
223645,19950429,   28,    0
223645,19950430,   32,    0
223645,19950501,   34,    0
223645,19950502,   35,    0
223645,19950503,   66,    0
223645,19950504,   37,    0
223645,19950505,   27,    0
223645,19950506,   25,    0
223645,19950507,   30,    0
223645,19950508,   33,    0
223645,19950509,   31,    0
223645,19950510,   40,    0
223645,19950511,   33,    0
223645,19950512,   55,    0
223645,19950513,   46,    0
223645,19950514,   46,    0
223645,19950515,   23,    0
223645,19950516,   16,    0
223645,19950517,   31,    0
223645,19950518,   40,    0
223645,19950519,   31,    0
223645,19950520,   41,    0
223645,19950521,   28,    0
223645,19950522,   42,    0
223645,19950523,   43,    0
223645,19950524,   30,    0
223645,19950525,   14,    0
223645,19950526,   12,    0
223645,19950527,   24,    0
223645,19950528,   36,    0
223645,19950529,   30,    0
223645,19950530,   18,    0
223645,19950531,   32,    0
223645,19950601,   22,    0
223645,19950602,   42,    0
223645,19950603,   43,    0
223645,19950604,   14,    0
223645,19950605,   29,    0
223645,19950606,   30,    0
223645,19950607,   42,    0
223645,19950608,   18,    0
223645,19950609,   35,    0
223645,19950610,   12,    0
223645,19950611,   10,    0
223645,19950612,   22,    0
223645,19950613,   25,    0
223645,19950614,   19,    0
223645,19950615,   41,    0
223645,19950616,   12,    0
223645,19950617,   19,    0
223645,19950618,   12,    0
223645,19950619,   14,    0
223645,19950620,   18,    0
223645,19950621,   12,    0
223645,19950622,   21,    0
223645,19950623,   42,    0
223645,19950624,   35,    0
223645,19950625,   18,    0
223645,19950626,   41,    0
223645,19950627,   21,    0
223645,19950628,   24,    0
223645,19950629,   25,    0
223645,19950630,    7,    0
223645,19950701,   16,    0
223645,19950702,   21,    0
223645,19950703,   16,    0
223645,19950704,   24,    0
223645,19950705,   32,    0
223645,19950706,   49,    0
223645,19950707,   47,    0
223645,19950708,   44,    0
223645,19950709,   33,    0
223645,19950710,   43,    0
223645,19950711,   30,    0
223645,19950712,   29,    0
223645,19950713,   28,    0
223645,19950714,   19,    0
223645,19950715,   21,    0
223645,19950716,   19,    0
223645,19950717,   21,    0
223645,19950718,   20,    0
223645,19950719,   31,    0
223645,19950720,   14,    0
223645,19950721,   13,    0
223645,19950722,   27,    0
223645,19950723,   19,    0
223645,19950724,   26,    0
223645,19950725,   16,    0
223645,19950726,   24,    0
223645,19950727,   14,    0
223645,19950728,   34,    0
223645,19950729,   29,    0
223645,19950730,   22,    0
223645,19950731,   17,    0
223645,19950801,   15,    0
223645,19950802,   10,    0
223645,19950803,   17,    0
223645,19950804,   10,    0
223645,19950805,   10,    0
223645,19950806,   19,    0
223645,19950807,   11,    0
223645,19950808,   12,    0
223645,19950809,   52,    0
223645,19950810,   31,    0
223645,19950811,   20,    0
223645,19950812,   15,    0
223645,19950813,    7,    0
223645,19950814,    8,    0
223645,19950815,   12,    0
223645,19950816,   16,    0
223645,19950817,   22,    0
223645,19950818,   29,    0
223645,19950819,   17,    0
223645,19950820,   26,    0
223645,19950821,   14,    0
223645,19950822,   16,    0
223645,19950823,   25,    0
223645,19950824,   15,    0
223645,19950825,   13,    0
223645,19950826,   21,    0
223645,19950827,   25,    0
223645,19950828,   16,    0
223645,19950829,   37,    0
223645,19950830,   20,    0
223645,19950831,   26,    0
223645,19950901,   29,    0
223645,19950902,   26,    0
223645,19950903,   16,    0
223645,19950904,   20,    0
223645,19950905,   34,    0
223645,19950906,   31,    0
223645,19950907,   16,    0
223645,19950908,   16,    0
223645,19950909,   26,    0
223645,19950910,   30,    0
223645,19950911,   10,    0
223645,19950912,    8,    0
223645,19950913,   22,    0
223645,19950914,   34,    0
223645,19950915,   36,    0
223645,19950916,   45,    0
223645,19950917,   13,    0
223645,19950918,   55,    0
223645,19950919,   17,    0
223645,19950920,   23,    0
223645,19950921,   22,    0
223645,19950922,   39,    0
223645,19950923,   18,    0
223645,19950924,    9,    0
223645,19950925,   21,    0
223645,19950926,   20,    0
223645,19950927,   28,    0
223645,19950928,   12,    0
223645,19950929,   49,    0
223645,19950930,   39,    0
223645,19951001,   13,    0
223645,19951002,   13,    0
223645,19951003,   10,    0
223645,19951004,    8,    0
223645,19951005,    9,    0
223645,19951006,   14,    0
223645,19951007,    8,    0
223645,19951008,    7,    0
223645,19951009,    6,    0
223645,19951010,   22,    0
223645,19951011,   15,    0
223645,19951012,   10,    0
223645,19951013,    9,    0
223645,19951014,    4,    0
223645,19951015,   40,    0
223645,19951016,   24,    0
223645,19951017,   16,    0
223645,19951018,    6,    0
223645,19951019,   10,    0
223645,19951020,   12,    0
223645,19951021,   35,    0
223645,19951022,   52,    0
223645,19951023,   33,    0
223645,19951024,   20,    0
223645,19951025,   18,    0
223645,19951026,   16,    0
223645,19951027,   18,    0
223645,19951028,   19,    0
223645,19951029,    6,    0
223645,19951030,    9,    0
223645,19951031,   26,    0
223645,19951101,   18,    0
223645,19951102,   13,    0
223645,19951103,   22,    0
223645,19951104,   22,    0
223645,19951105,   66,    0
223645,19951106,   28,    0
223645,19951107,   14,    0
223645,19951108,   16,    0
223645,19951109,   12,    0
223645,19951110,   15,    0
223645,19951111,   12,    0
223645,19951112,   26,    0
223645,19951113,   33,    0
223645,19951114,   12,    0
223645,19951115,   23,    0
223645,19951116,   34,    0
223645,19951117,   14,    0
223645,19951118,   34,    0
223645,19951119,   16,    0
223645,19951120,   19,    0
223645,19951121,   33,    0
223645,19951122,   24,    0
223645,19951123,   18,    0
223645,19951124,   23,    0
223645,19951125,    9,    0
223645,19951126,   13,    0
223645,19951127,   12,    0
223645,19951128,   14,    0
223645,19951129,   34,    0
223645,19951130,   42,    0
223645,19951201,   51,    0
223645,19951202,   40,    0
223645,19951203,   43,    0
223645,19951204,   84,    0
223645,19951205,  123,    0
223645,19951206,   64,    0
223645,19951207,   52,    0
223645,19951208,   28,    0
223645,19951209,    8,    0
223645,19951210,    7,    0
223645,19951211,   29,    0
223645,19951212,   38,    0
223645,19951213,   55,    0
223645,19951214,   22,    0
223645,19951215,   16,    0
223645,19951216,   17,    0
223645,19951217,   13,    0
223645,19951218,   29,    0
223645,19951219,   24,    0
223645,19951220,   19,    0
223645,19951221,   35,    0
223645,19951222,   20,    0
223645,19951223,   32,    0
223645,19951224,   31,    0
223645,19951225,   27,    0
223645,19951226,   25,    0
223645,19951227,   87,    0
223645,19951228,   34,    0
223645,19951229,   77,    0
223645,19951230,   42,    0
223645,19951231,   28,    0
223645,19960101,   60,    0
223645,19960102,   61,    0
223645,19960103,   12,    0
223645,19960104,   13,    0
223645,19960105,    7,    0
223645,19960106,   31,    0
223645,19960107,   26,    0
223645,19960108,   56,    0
223645,19960109,   42,    0
223645,19960110,   28,    0
223645,19960111,   21,    0
223645,19960112,   22,    0
223645,19960113,   29,    0
223645,19960114,   71,    0
223645,19960115,   35,    0
223645,19960116,   26,    0
223645,19960117,   22,    0
223645,19960118,   23,    0
223645,19960119,   56,    0
223645,19960120,   58,    0
223645,19960121,   32,    0
223645,19960122,   10,    0
223645,19960123,    2,    0
223645,19960124,   38,    0
223645,19960125,   61,    0
223645,19960126,   15,    0
223645,19960127,   21,    0
223645,19960128,   12,    0
223645,19960129,   23,    0
223645,19960130,   63,    0
223645,19960131,   26,    0
223645,19960201,   20,    0
223645,19960202,   39,    0
223645,19960203,   34,    0
223645,19960204,   39,    0
223645,19960205,   88,    0
223645,19960206,   80,    0
223645,19960207,   62,    0
223645,19960208,   71,    0
223645,19960209,   27,    0
223645,19960210,   15,    0
223645,19960211,   32,    0
223645,19960212,   30,    0
223645,19960213,   38,    0
223645,19960214,   41,    0
223645,19960215,   30,    0
223645,19960216,   31,    0
223645,19960217,   31,    0
223645,19960218,   16,    0
223645,19960219,   17,    0
223645,19960220,   15,    0
223645,19960221,   19,    0
223645,19960222,   28,    0
223645,19960223,   73,    0
223645,19960224,   29,    0
223645,19960225,   16,    0
223645,19960226,   11,    0
223645,19960227,   26,    0
223645,19960228,   15,    0
223645,19960229,   13,    0
223645,19960301,   28,    0
223645,19960302,   27,    0
223645,19960303,   35,    0
223645,19960304,   29,    0
223645,19960305,   22,    0
223645,19960306,   16,    0
223645,19960307,   36,    0
223645,19960308,   58,    0
223645,19960309,   60,    0
223645,19960310,   20,    0
223645,19960311,   26,    0
223645,19960312,   66,    0
223645,19960313,   67,    0
223645,19960314,   56,    0
223645,19960315,   64,    0
223645,19960316,   79,    0
223645,19960317,   85,    0
223645,19960318,   41,    0
223645,19960319,   43,    0
223645,19960320,   16,    0
223645,19960321,   13,    0
223645,19960322,   15,    0
223645,19960323,   26,    0
223645,19960324,   12,    0
223645,19960325,   15,    0
223645,19960326,   34,    0
223645,19960327,   38,    0
223645,19960328,   54,    0
223645,19960329,   22,    0
223645,19960330,   24,    0
223645,19960331,   47,    0
223645,19960401,   25,    0
223645,19960402,   49,    0
223645,19960403,   61,    0
223645,19960404,   80,    0
223645,19960405,   93,    0
223645,19960406,   66,    0
223645,19960407,   66,    0
223645,19960408,   41,    0
223645,19960409,   23,    0
223645,19960410,   24,    0
223645,19960411,   17,    0
223645,19960412,   21,    0
223645,19960413,   19,    0
223645,19960414,   42,    0
223645,19960415,   46,    0
223645,19960416,   21,    0
223645,19960417,   12,    0
223645,19960418,   23,    0
223645,19960419,   24,    0
223645,19960420,   47,    0
223645,19960421,   14,    0
223645,19960422,   13,    0
223645,19960423,   20,    0
223645,19960424,   17,    0
223645,19960425,   19,    0
223645,19960426,   15,    0
223645,19960427,   32,    0
223645,19960428,   72,    0
223645,19960429,   49,    0
223645,19960430,   30,    0
223645,19960501,   58,    0
223645,19960502,   22,    0
223645,19960503,   41,    0
223645,19960504,   32,    0
223645,19960505,   38,    0
223645,19960506,   38,    0
223645,19960507,   34,    0
223645,19960508,   37,    0
223645,19960509,   43,    0
223645,19960510,   27,    0
223645,19960511,   51,    0
223645,19960512,   42,    0
223645,19960513,   27,    0
223645,19960514,   21,    0
223645,19960515,   19,    0
223645,19960516,   21,    0
223645,19960517,   16,    0
223645,19960518,   28,    0
223645,19960519,   36,    0
223645,19960520,   25,    0
223645,19960521,   69,    0
223645,19960522,   27,    0
223645,19960523,   39,    0
223645,19960524,   21,    0
223645,19960525,   21,    0
223645,19960526,   14,    0
223645,19960527,   35,    0
223645,19960528,   42,    0
223645,19960529,   31,    0
223645,19960530,   16,    0
223645,19960531,   29,    0
223645,19960601,   29,    0
223645,19960602,   21,    0
223645,19960603,   14,    0
223645,19960604,   17,    0
223645,19960605,   16,    0
223645,19960606,   46,    0
223645,19960607,   16,    0
223645,19960608,   10,    0
223645,19960609,   16,    0
223645,19960610,   23,    0
223645,19960611,   16,    0
223645,19960612,   30,    0
223645,19960613,   20,    0
223645,19960614,   37,    0
223645,19960615,   18,    0
223645,19960616,   28,    0
223645,19960617,   17,    0
223645,19960618,   14,    0
223645,19960619,   15,    0
223645,19960620,   19,    0
223645,19960621,   16,    0
223645,19960622,   23,    0
223645,19960623,   37,    0
223645,19960624,   21,    0
223645,19960625,   38,    0
223645,19960626,   53,    0
223645,19960627,   45,    0
223645,19960628,   22,    0
223645,19960629,   10,    0
223645,19960630,   14,    0
223645,19960701,   17,    0
223645,19960702,   16,    0
223645,19960703,   27,    0
223645,19960704,   34,    0
223645,19960705,   21,    0
223645,19960706,   12,    0
223645,19960707,   17,    0
223645,19960708,   28,    0
223645,19960709,   38,    0
223645,19960710,   27,    0
223645,19960711,   20,    0
223645,19960712,   19,    0
223645,19960713,   21,    0
223645,19960714,   34,    0
223645,19960715,   16,    0
223645,19960716,   23,    0
223645,19960717,   24,    0
223645,19960718,   27,    0
223645,19960719,   33,    0
223645,19960720,   19,    0
223645,19960721,   21,    0
223645,19960722,   25,    0
223645,19960723,   22,    0
223645,19960724,   17,    0
223645,19960725,   27,    0
223645,19960726,   30,    0
223645,19960727,   16,    0
223645,19960728,   11,    0
223645,19960729,   14,    0
223645,19960730,   33,    0
223645,19960731,   31,    0
223645,19960801,   28,    0
223645,19960802,   23,    0
223645,19960803,   19,    0
223645,19960804,   20,    0
223645,19960805,   28,    0
223645,19960806,   24,    0
223645,19960807,   27,    0
223645,19960808,   44,    0
223645,19960809,   40,    0
223645,19960810,   41,    0
223645,19960811,   33,    0
223645,19960812,   41,    0
223645,19960813,   35,    0
223645,19960814,   31,    0
223645,19960815,   15,    0
223645,19960816,   33,    0
223645,19960817,   30,    0
223645,19960818,   25,    0
223645,19960819,   34,    0
223645,19960820,   19,    0
223645,19960821,   16,    0
223645,19960822,   21,    0
223645,19960823,   18,    0
223645,19960824,   16,    0
223645,19960825,   10,    0
223645,19960826,   13,    0
223645,19960827,   31,    0
223645,19960828,   40,    0
223645,19960829,   33,    0
223645,19960830,   33,    0
223645,19960831,   17,    0
223645,19960901,   24,    0
223645,19960902,   28,    0
223645,19960903,   16,    0
223645,19960904,   19,    0
223645,19960905,   17,    0
223645,19960906,   40,    0
223645,19960907,   42,    0
223645,19960908,   33,    0
223645,19960909,   23,    0
223645,19960910,   23,    0
223645,19960911,   31,    0
223645,19960912,   11,    0
223645,19960913,   21,    0
223645,19960914,   40,    0
223645,19960915,   40,    0
223645,19960916,   51,    0
223645,19960917,   29,    0
223645,19960918,   24,    0
223645,19960919,   48,    0
223645,19960920,   42,    0
223645,19960921,   46,    0
223645,19960922,   46,    0
223645,19960923,   47,    0
223645,19960924,   29,    0
223645,19960925,   42,    0
223645,19960926,   11,    0
223645,19960927,   30,    0
223645,19960928,   16,    0
223645,19960929,   12,    0
223645,19960930,   12,    0
223645,19961001,   11,    0
223645,19961002,   14,    0
223645,19961003,   12,    0
223645,19961004,   40,    0
223645,19961005,   40,    0
223645,19961006,   32,    0
223645,19961007,   19,    0
223645,19961008,   30,    0
223645,19961009,   30,    0
223645,19961010,   18,    0
223645,19961011,   10,    0
223645,19961012,    6,    0
223645,19961013,    9,    0
223645,19961014,    7,    0
223645,19961015,   27,    0
223645,19961016,   20,    0
223645,19961017,   16,    0
223645,19961018,   27,    0
223645,19961019,   32,    0
223645,19961020,   19,    0
223645,19961021,   17,    0
223645,19961022,   26,    0
223645,19961023,   14,    0
223645,19961024,   13,    0
223645,19961025,   10,    0
223645,19961026,   15,    0
223645,19961027,   21,    0
223645,19961028,   12,    0
223645,19961029,   15,    0
223645,19961030,   27,    0
223645,19961031,   11,    0
223645,19961101,   18,    0
223645,19961102,   16,    0
223645,19961103,   18,    0
223645,19961104,    7,    0
223645,19961105,   14,    0
223645,19961106,   22,    0
223645,19961107,   22,    0
223645,19961108,   30,    0
223645,19961109,   22,    0
223645,19961110,   23,    0
223645,19961111,   19,    0
223645,19961112,   10,    0
223645,19961113,    6,    0
223645,19961114,   19,    0
223645,19961115,   16,    0
223645,19961116,    5,    0
223645,19961117,    9,    0
223645,19961118,   22,    0
223645,19961119,   18,    0
223645,19961120,   26,    0
223645,19961121,   21,    0
223645,19961122,   21,    0
223645,19961123,   27,    0
223645,19961124,   32,    0
223645,19961125,   38,    0
223645,19961126,   31,    0
223645,19961127,   56,    0
223645,19961128,   33,    0
223645,19961129,   27,    0
223645,19961130,   24,    0
223645,19961201,   40,    0
223645,19961202,   43,    0
223645,19961203,   30,    0
223645,19961204,   21,    0
223645,19961205,   18,    0
223645,19961206,   12,    0
223645,19961207,   12,    0
223645,19961208,   14,    0
223645,19961209,   24,    0
223645,19961210,   31,    0
223645,19961211,   14,    0
223645,19961212,   15,    0
223645,19961213,   20,    0
223645,19961214,   18,    0
223645,19961215,   29,    0
223645,19961216,   31,    0
223645,19961217,   31,    0
223645,19961218,   25,    0
223645,19961219,   34,    0
223645,19961220,   13,    0
223645,19961221,   60,    0
223645,19961222,   39,    0
223645,19961223,   38,    0
223645,19961224,   60,    0
223645,19961225,   46,    0
223645,19961226,   88,    0
223645,19961227,   65,    0
223645,19961228,   64,    0
223645,19961229,   26,    0
223645,19961230,   46,    0
223645,19961231,   40,    0
223645,19970101,   25,    0
223645,19970102,   44,    0
223645,19970103,   55,    0
223645,19970104,   12,    0
223645,19970105,   37,    0
223645,19970106,   32,    0
223645,19970107,   40,    0
223645,19970108,   46,    0
223645,19970109,   13,    0
223645,19970110,   18,    0
223645,19970111,   57,    0
223645,19970112,   54,    0
223645,19970113,   24,    0
223645,19970114,   34,    0
223645,19970115,   19,    0
223645,19970116,   26,    0
223645,19970117,    7,    0
223645,19970118,   28,    0
223645,19970119,    6,    0
223645,19970120,   27,    0
223645,19970121,   26,    0
223645,19970122,   34,    0
223645,19970123,   38,    0
223645,19970124,   19,    0
223645,19970125,   24,    0
223645,19970126,   22,    0
223645,19970127,   31,    0
223645,19970128,   44,    0
223645,19970129,   37,    0
223645,19970130,   24,    0
223645,19970131,   41,    0
223645,19970201,   18,    0
223645,19970202,   18,    0
223645,19970203,   28,    0
223645,19970204,   22,    0
223645,19970205,   43,    0
223645,19970206,   30,    0
223645,19970207,   23,    0
223645,19970208,   46,    0
223645,19970209,   12,    0
223645,19970210,   24,    0
223645,19970211,   33,    0
223645,19970212,   26,    0
223645,19970213,   35,    0
223645,19970214,   30,    0
223645,19970215,   21,    0
223645,19970216,   68,    0
223645,19970217,   22,    0
223645,19970218,   21,    0
223645,19970219,   21,    0
223645,19970220,   27,    0
223645,19970221,   21,    0
223645,19970222,   43,    0
223645,19970223,   23,    0
223645,19970224,   15,    0
223645,19970225,   24,    0
223645,19970226,   33,    0
223645,19970227,   29,    0
223645,19970228,   32,    0
223645,19970301,   24,    0
223645,19970302,   24,    0
223645,19970303,   27,    0
223645,19970304,   33,    0
223645,19970305,   36,    0
223645,19970306,   23,    0
223645,19970307,   37,    0
223645,19970308,   35,    0
223645,19970309,   28,    0
223645,19970310,   65,    0
223645,19970311,   25,    0
223645,19970312,   18,    0
223645,19970313,   19,    0
223645,19970314,   16,    0
223645,19970315,   20,    0
223645,19970316,   49,    0
223645,19970317,   39,    0
223645,19970318,   24,    0
223645,19970319,   20,    0
223645,19970320,   30,    0
223645,19970321,   43,    0
223645,19970322,   27,    0
223645,19970323,   19,    0
223645,19970324,   24,    0
223645,19970325,   25,    0
223645,19970326,   52,    0
223645,19970327,   39,    0
223645,19970328,   23,    0
223645,19970329,   25,    0
223645,19970330,  106,    0
223645,19970331,  103,    0
223645,19970401,   43,    0
223645,19970402,   24,    0
223645,19970403,   19,    0
223645,19970404,   49,    0
223645,19970405,   31,    0
223645,19970406,   38,    0
223645,19970407,   27,    0
223645,19970408,   42,    0
223645,19970409,   40,    0
223645,19970410,   36,    0
223645,19970411,   66,    0
223645,19970412,   48,    0
223645,19970413,   63,    0
223645,19970414,   43,    0
223645,19970415,   43,    0
223645,19970416,   29,    0
223645,19970417,   72,    0
223645,19970418,   46,    0
223645,19970419,   24,    0
223645,19970420,   35,    0
223645,19970421,   78,    0
223645,19970422,   72,    0
223645,19970423,   29,    0
223645,19970424,   21,    0
223645,19970425,   21,    0
223645,19970426,   21,    0
223645,19970427,   23,    0
223645,19970428,   35,    0
223645,19970429,   41,    0
223645,19970430,   48,    0
223645,19970501,   28,    0
223645,19970502,   22,    0
223645,19970503,   34,    0
223645,19970504,   42,    0
223645,19970505,   34,    0
223645,19970506,   40,    0
223645,19970507,   39,    0
223645,19970508,   43,    0
223645,19970509,   72,    0
223645,19970510,   16,    0
223645,19970511,   21,    0
223645,19970512,   29,    0
223645,19970513,   42,    0
223645,19970514,   33,    0
223645,19970515,   29,    0
223645,19970516,   14,    0
223645,19970517,   13,    0
223645,19970518,   26,    0
223645,19970519,   22,    0
223645,19970520,   35,    0
223645,19970521,   42,    0
223645,19970522,   44,    0
223645,19970523,   42,    0
223645,19970524,   20,    0
223645,19970525,   38,    0
223645,19970526,   49,    0
223645,19970527,   40,    0
223645,19970528,   27,    0
223645,19970529,   48,    0
223645,19970530,   38,    0
223645,19970531,   29,    0
223645,19970601,   40,    0
223645,19970602,   33,    0
223645,19970603,   28,    0
223645,19970604,   30,    0
223645,19970605,   37,    0
223645,19970606,   47,    0
223645,19970607,   29,    0
223645,19970608,   27,    0
223645,19970609,   17,    0
223645,19970610,   34,    0
223645,19970611,   25,    0
223645,19970612,   21,    0
223645,19970613,   15,    0
223645,19970614,   14,    0
223645,19970615,   35,    0
223645,19970616,   24,    0
223645,19970617,   24,    0
223645,19970618,   39,    0
223645,19970619,   35,    0
223645,19970620,   32,    0
223645,19970621,   37,    0
223645,19970622,   16,    0
223645,19970623,   22,    0
223645,19970624,   45,    0
223645,19970625,   43,    0
223645,19970626,   19,    0
223645,19970627,   12,    0
223645,19970628,   13,    0
223645,19970629,   28,    0
223645,19970630,   23,    0
223645,19970701,   24,    0
223645,19970702,   21,    0
223645,19970703,   20,    0
223645,19970704,   20,    0
223645,19970705,   17,    0
223645,19970706,   23,    0
223645,19970707,   58,    0
223645,19970708,   49,    0
223645,19970709,   34,    0
223645,19970710,   23,    0
223645,19970711,   24,    0
223645,19970712,   25,    0
223645,19970713,   20,    0
223645,19970714,   24,    0
223645,19970715,   18,    0
223645,19970716,   21,    0
223645,19970717,   26,    0
223645,19970718,   23,    0
223645,19970719,   24,    0
223645,19970720,   57,    0
223645,19970721,   35,    0
223645,19970722,   18,    0
223645,19970723,   23,    0
223645,19970724,   19,    0
223645,19970725,   15,    0
223645,19970726,   27,    0
223645,19970727,   26,    0
223645,19970728,   19,    0
223645,19970729,   28,    0
223645,19970730,   27,    0
223645,19970731,   23,    0
223645,19970801,   30,    0
223645,19970802,   32,    0
223645,19970803,   31,    0
223645,19970804,   21,    0
223645,19970805,   11,    0
223645,19970806,   11,    0
223645,19970807,   24,    0
223645,19970808,   31,    0
223645,19970809,   37,    0
223645,19970810,   43,    0
223645,19970811,   31,    0
223645,19970812,   31,    0
223645,19970813,   25,    0
223645,19970814,   23,    0
223645,19970815,   20,    0
223645,19970816,   22,    0
223645,19970817,   26,    0
223645,19970818,   15,    0
223645,19970819,   19,    0
223645,19970820,   45,    0
223645,19970821,   38,    0
223645,19970822,   33,    0
223645,19970823,   26,    0
223645,19970824,   19,    0
223645,19970825,   21,    0
223645,19970826,   21,    0
223645,19970827,   16,    0
223645,19970828,   16,    0
223645,19970829,   20,    0
223645,19970830,   33,    0
223645,19970831,   25,    0
223645,19970901,   19,    0
223645,19970902,   22,    0
223645,19970903,   17,    0
223645,19970904,   17,    0
223645,19970905,   21,    0
223645,19970906,   21,    0
223645,19970907,   10,    0
223645,19970908,   27,    0
223645,19970909,   30,    0
223645,19970910,   38,    0
223645,19970911,   18,    0
223645,19970912,   17,    0
223645,19970913,   12,    0
223645,19970914,   28,    0
223645,19970915,   57,    0
223645,19970916,   22,    0
223645,19970917,   16,    0
223645,19970918,    9,    0
223645,19970919,   19,    0
223645,19970920,   38,    0
223645,19970921,   11,    0
223645,19970922,   11,    0
223645,19970923,   15,    0
223645,19970924,   30,    0
223645,19970925,   21,    0
223645,19970926,   23,    0
223645,19970927,   32,    0
223645,19970928,   23,    0
223645,19970929,   15,    0
223645,19970930,   29,    0
223645,19971001,   22,    0
223645,19971002,   34,    0
223645,19971003,   43,    0
223645,19971004,   28,    0
223645,19971005,   34,    0
223645,19971006,   25,    0
223645,19971007,   17,    0
223645,19971008,   25,    0
223645,19971009,   30,    0
223645,19971010,   33,    0
223645,19971011,   38,    0
223645,19971012,   21,    0
223645,19971013,   54,    0
223645,19971014,   50,    0
223645,19971015,   26,    0
223645,19971016,   25,    0
223645,19971017,   34,    0
223645,19971018,   37,    0
223645,19971019,   13,    0
223645,19971020,   24,    0
223645,19971021,   28,    0
